ID	symbol	desc	lfc	p	Cluster	Signature
624	BDKRB2	bradykinin receptor B2	1.914442883	5.77e-09	2	
6347	CCL2	chemokine (C-C motif) ligand 2	1.264723149	0.000271765	2	
6354	CCL7	chemokine (C-C motif) ligand 7	2.233388698	5.77e-05	2	
6355	CCL8	chemokine (C-C motif) ligand 8	1.60345899	9.05e-05	2	
6356	CCL11	chemokine (C-C motif) ligand 11	1.39065805	0.000745157		
6357	CCL13	chemokine (C-C motif) ligand 13	2.321513137	1.32e-09	2	
6362	CCL18		2.186800727	1.45e-11	2	
6374	CXCL5	chemokine (C-X-C motif) ligand 5	2.105970312	1.04e-08	2	
6401	SELE	selectin E	2.365209236	1.64e-06	2	
6999	TDO2	tryptophan 2,3-dioxygenase	3.241427826	2.41e-10	2	
7130	TNFAIP6	tumor necrosis factor, alpha-induced protein 6	1.784269498	8.97e-10	2	
7262	PHLDA2	pleckstrin homology-like domain, family A, member 2	1.043868543	1.03e-08	2	
729040	LOC729040	uncharacterized LOC729040	1.294631001	0.000158811		
7412	VCAM1	vascular cell adhesion molecule 1	2.321280359	4.95e-09	2	
79931	TNIP3	TNFAIP3 interacting protein 3	1.263878563	0.001161842		
80117	ARL14	ADP-ribosylation factor-like 14	2.617165549	4.22e-14	2	
8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	1.099763236	0.006077153	2	
8870	IER3		1.158237434	3.62e-06	2	
89886	SLAMF9	SLAM family member 9	2.037216083	4.73e-10		
8995	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	1.418834353	0.000419556		
9023	CH25H	cholesterol 25-hydroxylase	1.401679213	7.87e-07	2	
9242	MSC	musculin	1.034690798	3.56e-05	2	
9420	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1	1.098786186	6.37e-06	2	
9507	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	1.144149261	0.003034079	2	
9518	GDF15	growth differentiation factor 15	1.629542218	8.43e-10	2	
970	CD70	CD70 molecule	1.708231832	1.39e-07	2	
100128385	FAM225B	family with sequence similarity 225, member B (non-protein coding)	1.950417238	4.65e-07	3	
100131532	LOC100131532	uncharacterized LOC100131532	1.154646896	3.09e-05		
100500837	MIR3606	microRNA 3606	3.210747259	1.93e-12	3	
100505498	LOC100505498	uncharacterized LOC100505498	1.787065762	1.25e-09	3	
100505710	LOC100505710	uncharacterized LOC100505710	1.013091386	1.32e-09	3	
100506621	LINC01279	long intergenic non-protein coding RNA 1279	2.149817997	1.92e-08	3	
100507242	SNHG23	small nucleolar RNA host gene 23 (non-protein coding)	1.521359576	3.97e-05		
100507460	LOC100507460	uncharacterized LOC100507460	2.074822834	1.6e-18	3	
100885778	NALCN-AS1	NALCN antisense RNA 1	1.015949785	3.61e-05		
101448202	LOC101448202	uncharacterized LOC101448202	1.83898936	1.71e-10	3	
101927034	ROR1-AS1	ROR1 antisense RNA 1	1.690546347	1.24e-07		
101927096	CTB-113P19.1	uncharacterized LOC101927096	1.030486994	9.07e-06	3	
101927650	LOC101927650	uncharacterized LOC101927650	1.587265825	7.58e-06	3	
101927822	LOC101927822	uncharacterized LOC101927822	2.487898291	6.73e-11	3	
101928352	LOC101928352	uncharacterized LOC101928352	1.509367207	5.27e-06	3	
101928455	LINC01412	long intergenic non-protein coding RNA 1412	1.131655716	0.000164223		
101928801	LOC101928801	uncharacterized LOC101928801	2.206029442	6.28e-11	3	
101929176	CTD-2297D10.2	uncharacterized LOC101929176	2.532266793	3e-06	3	
101929329	LAMP5-AS1	LAMP5 antisense RNA 1	2.694946487	4.28e-08	3	
101929504	LOC101929504	uncharacterized LOC101929504	2.751371254	1.56e-06	3	
101929532	LOC101929532	uncharacterized LOC101929532	2.785443105	4.55e-14	3	
102724783			1.112464008	1.65e-06	3	
10381	TUBB3	tubulin, beta 3 class III	3.470081811	3.68e-19	3	
10570	DPYSL4	dihydropyrimidinase-like 4	2.070260242	5.09e-09	3	
10699	CORIN	corin, serine peptidase	1.600543131	8.95e-08	3	
10715	CERS1	ceramide synthase 1	1.336625214	8.5e-05	3	
10882	C1QL1	complement component 1, q subcomponent-like 1	1.590749867	3.47e-07	3	
10962	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	1.018424779	6.5e-10	3	
11081	KERA	keratocan	3.056631584	5.14e-10	3	
11259	FILIP1L	filamin A interacting protein 1-like	1.335960189	2.99e-16	3	
115701	ALPK2	alpha-kinase 2	2.680512586	2.2e-09	3	
119	ADD2	adducin 2 (beta)	1.451857698	3.89e-08	3	
121340	SP7	Sp7 transcription factor	1.900613986	3.22e-05		
124842	TMEM132E	transmembrane protein 132E	2.834962089	1.31e-10	3	
1289	COL5A1	collagen, type V, alpha 1	1.939163511	9.61e-17	3	
1293	COL6A3	collagen, type VI, alpha 3	1.837152268	5.47e-14	3	
1295	COL8A1	collagen, type VIII, alpha 1	1.412129852	5.8e-09	3	
1300	COL10A1	collagen, type X, alpha 1	5.4378479	1.22e-12	3	
130132	RFTN2	raftlin family member 2	1.165119879	6.04e-09	3	
1311	COMP	cartilage oligomeric matrix protein	4.26830124	8.37e-19	3	
131578	LRRC15	leucine rich repeat containing 15	2.72178993	1.56e-06	3	
140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	2.128344447	3.91e-13	3	
140862	ISM1	isthmin 1, angiogenesis inhibitor	1.345467851	2.44e-11	3	
1414	CRYBB1	crystallin, beta B1	1.24806588	1.14e-07	3	
144347	FAM101A	family with sequence similarity 101, member A	1.174485902	0.001030102		
148113	CILP2	cartilage intermediate layer protein 2	3.696919736	1.06e-11	3	
148252	DIRAS1	DIRAS family, GTP-binding RAS-like 1	1.83713219	2.12e-11	3	
151176	FAM132B	family with sequence similarity 132, member B	1.222717424	9.05e-06	3	
155	ADRB3	adrenoceptor beta 3	1.2333414	0.00506908		
1749	DLX5	distal-less homeobox 5	2.497969838	8.51e-13	3	
1759	DNM1	dynamin 1	1.542561211	3e-13	3	
1800	DPEP1	dipeptidase 1 (renal)	2.365964124	1.53e-07	3	
1807	DPYS	dihydropyrimidinase	2.484152476	7.44e-11	3	
1816	DRD5	dopamine receptor D5	2.575803637	1.2e-07	3	
1842	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	1.361032739	2.27e-10	3	
2134	EXTL1	exostosin-like glycosyltransferase 1	1.194431293	2.46e-05	3	
2149	F2R	coagulation factor II (thrombin) receptor	1.222308377	1.66e-10	3	
2151	F2RL2	coagulation factor II (thrombin) receptor-like 2	3.329804693	9.5e-17	3	
2200	FBN1	fibrillin 1	1.263503045	4.14e-11	3	
222183	SRRM3	serine/arginine repetitive matrix 3	1.860907012	9.38e-13	3	
22801	ITGA11	integrin, alpha 11	1.647426144	5.55e-07	3	
2300	FOXL1	forkhead box L1	1.088225863	1.73e-08	3	
23026	MYO16	myosin XVI	1.376270151	8.74e-10	3	
23072	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	2.806972468	3.61e-14	3	
2326	FMO1	flavin containing monooxygenase 1	3.291273313	3.54e-10	3	
2335	FN1	fibronectin 1	1.339391281	1.88e-11	3	
23452	ANGPTL2	angiopoietin-like 2	1.173006535	1.22e-09	3	
2350	FOLR2	folate receptor 2 (fetal)	1.72814546	3.4e-13	3	
24	ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	1.637689317	1.47e-10	3	
24141	LAMP5	lysosomal-associated membrane protein family, member 5	3.237624208	2.12e-12	3	
246213	SLC17A8	solute carrier family 17 (vesicular glutamate transporter), member 8	1.668414087	4.55e-06		
254896	LOC254896	uncharacterized LOC254896	1.872358578	6.15e-17	3	
2555	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2	2.261347966	2.89e-07	3	
25770	C22orf31	chromosome 22 open reading frame 31	1.046619135	0.001277622		
25891	PAMR1	peptidase domain containing associated with muscle regeneration 1	3.250423117	2.32e-18	3	
25907	TMEM158	transmembrane protein 158 (gene/pseudogene)	1.493632116	1.15e-12	3	
259232	NALCN	sodium leak channel, non-selective	1.14692669	7.02e-08	3	
2676	GFRA3	GDNF family receptor alpha 3	2.490171151	1.56e-10	3	
2825	GPR1	G protein-coupled receptor 1	1.166845832	0.000928083		
283208	P4HA3	prolyl 4-hydroxylase, alpha polypeptide III	2.600924379	2.98e-13	3	
283869	NPW	neuropeptide W	1.460496397	5.06e-05	3	
283982	LINC00469	long intergenic non-protein coding RNA 469	2.363401051	1.86e-09	3	
284069	FAM171A2	family with sequence similarity 171, member A2	1.089044332	0.000132221	3	
284240	LOC284240	uncharacterized LOC284240	1.273681331	4.13e-05		
284297	SSC5D	scavenger receptor cysteine rich family, 5 domains	2.254378833	1.58e-20	3	
2846	LPAR4	lysophosphatidic acid receptor 4	2.172767337	9.02e-09	3	
28954	REM1	RAS (RAD and GEM)-like GTP-binding 1	1.57022233	3.16e-12	3	
29798	C2orf27A	chromosome 2 open reading frame 27A	1.950071471	1.14e-15	3	
3053	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	3.722132884	2.22e-10	3	
3075	CFH	complement factor H	1.906679258	5.53e-22	3	
30835	CD209	CD209 molecule	1.478468162	5.25e-09	3	
339524	LINC01140	long intergenic non-protein coding RNA 1140	1.154664095	3.12e-09	3	
3426	CFI	complement factor I	1.058585578	7.06e-15	3	
347252	IGFBPL1	insulin-like growth factor binding protein-like 1	1.713271648	2.99e-16	3	
3598	IL13RA2	interleukin 13 receptor, alpha 2	3.661229119	3.06e-14	3	
3671	ISLR	immunoglobulin superfamily containing leucine-rich repeat	1.525004585	1.43e-12	3	
375567	VWC2	von Willebrand factor C domain containing 2	1.686597168	0.000112259	3	
3780	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	1.795010045	1.19e-08	3	
3797	KIF3C	kinesin family member 3C	1.21745926	7.56e-14	3	
389558	FAM180A	family with sequence similarity 180, member A	1.165918612	8.17e-05	3	
389658	FAM150A	family with sequence similarity 150, member A	2.842556056	1.16e-18	3	
392617	ELFN1	extracellular leucine-rich repeat and fibronectin type III domain containing 1	1.061476942	3.89e-06	3	
401286	LOC401286	uncharacterized LOC401286	1.257737414	0.001079405		
401398	POT1-AS1	POT1 antisense RNA 1	1.003136374	1.46e-07	3	
401463	LOC401463	uncharacterized LOC401463	1.366825615	1.14e-05	3	
4015	LOX	lysyl oxidase	1.00433097	2.44e-09	3	
4053	LTBP2	latent transforming growth factor beta binding protein 2	1.496036265	1.19e-14	3	
406975	MIR198	microRNA 198	1.025135588	3.97e-08	3	
414236	C10orf55	chromosome 10 open reading frame 55	1.326586966	1.32e-13	3	
4256	MGP	matrix Gla protein	1.011494118	3.77e-10	3	
4313	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	1.50584721	1.47e-13	3	
4323	MMP14	matrix metallopeptidase 14 (membrane-inserted)	1.061738321	6.56e-16	3	
442213	PTCHD4	patched domain containing 4	3.17931576	3.59e-21	3	
4681	NBL1	neuroblastoma 1, DAN family BMP antagonist	1.014767399	4.43e-11	3	
482	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide	1.262960924	9.62e-10	3	
4917	NTN3	netrin 3	1.331007554	6.5e-05		
494514	TYMSOS	TYMS opposite strand	1.672996452	1.44e-16	3	
50801	KCNK4	potassium channel, subfamily K, member 4	1.324824381	0.000225145		
50944	SHANK1	SH3 and multiple ankyrin repeat domains 1	2.173591591	2.2e-12	3	
51050	PI15	peptidase inhibitor 15	2.388813308	2.92e-09	3	
51148	CERCAM	cerebral endothelial cell adhesion molecule	1.490638656	2.92e-12	3	
51352	WT1-AS	WT1 antisense RNA	2.654102475	3.67e-06	3	
5328	PLAU	plasminogen activator, urokinase	1.25501232	6.86e-15	3	
54551	MAGEL2	MAGE-like 2	1.800974511	7.95e-08	3	
54587	MXRA8	matrix-remodelling associated 8	1.071211596	1.25e-11	3	
54829	ASPN	asporin	2.995182684	5.53e-22	3	
55806	HR	hair growth associated	2.031776786	2.33e-14	3	
55816	DOK5	docking protein 5	2.371579209	5.98e-11	3	
56062	KLHL4	kelch-like family member 4	2.493647945	3.81e-13	3	
56265	CPXM1	carboxypeptidase X (M14 family), member 1	4.302951168	1.93e-13	3	
5648	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	1.173469536	6.69e-08		
5654	HTRA1	HtrA serine peptidase 1	1.1194478	1.47e-13	3	
56917	MEIS3	Meis homeobox 3	1.274759943	1.86e-12	3	
56952	PRTFDC1	phosphoribosyl transferase domain containing 1	1.330023407	5.21e-16	3	
57214	CEMIP	cell migration inducing protein, hyaluronan binding	1.289128942	1.73e-05	3	
57529	RGAG1	retrotransposon gag domain containing 1	1.313702955	7.96e-05	3	
6092	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	1.77313511	9.86e-10	3	
63895	PIEZO2	piezo-type mechanosensitive ion channel component 2	1.577508606	7.25e-07	3	
63923	TNN	tenascin N	2.173442766	8.31e-10	3	
6424	SFRP4	secreted frizzled-related protein 4	2.701121868	4.13e-10	3	
6425	SFRP5	secreted frizzled-related protein 5	1.985185391	6.29e-08		
64838	FNDC4	fibronectin type III domain containing 4	1.561516613	3.06e-14	3	
65061	CDK15	cyclin-dependent kinase 15	1.000780704	2.1e-05		
652	BMP4	bone morphogenetic protein 4	1.18086387	5.65e-07	3	
65997	RASL11B	RAS-like, family 11, member B	1.216022087	1.74e-05	3	
6616	SNAP25	synaptosomal-associated protein, 25kDa	1.694871875	1.34e-11	3	
6659	SOX4	SRY (sex determining region Y)-box 4	1.074408089	9.39e-12	3	
730130	TMEM229A	transmembrane protein 229A	2.426408605	7.42e-06	3	
7490	WT1	Wilms tumor 1	4.310206412	3.88e-08	3	
7857	SCG2	secretogranin II	2.268028471	4.22e-14	3	
79690	GAL3ST4	galactose-3-O-sulfotransferase 4	1.386602915	7.13e-14	3	
79883	PODNL1	podocan-like 1	1.829479449	4.87e-14	3	
81792	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	1.488285654	5.83e-09	3	
83872	HMCN1	hemicentin 1	1.41735302	1.08e-11	3	
84206	MEX3B	mex-3 RNA binding family member B	1.092676137	1.18e-08	3	
84439	HHIPL1	HHIP-like 1	1.125815373	2.2e-09	3	
84465	MEGF11	multiple EGF-like-domains 11	1.768511292	2.13e-08	3	
84624	FNDC1	fibronectin type III domain containing 1	3.286817426	5.07e-14	3	
8507	ENC1	ectodermal-neural cortex 1 (with BTB domain)	1.355110258	5.33e-15	3	
85449	KIAA1755	KIAA1755	1.382665824	9.6e-13	3	
8794	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	1.581491491	1.7e-16	3	
8913	CACNA1G	calcium channel, voltage-dependent, T type, alpha 1G subunit	1.177214529	0.000114752	3	
9074	CLDN6	claudin 6	2.556369024	1.22e-05	3	
9075	CLDN2	claudin 2	4.489807618	2.99e-16	3	
90768	MGC45800	uncharacterized LOC90768	1.631977977	0.00011167	3	
9122	SLC16A4	solute carrier family 16, member 4	1.047073908	1.86e-12	3	
91614	DEPDC7	DEP domain containing 7	1.21434864	4.71e-12	3	
9358	ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains)	1.757926954	2.24e-14	3	
9379	NRXN2	neurexin 2	1.918279639	4.73e-09	3	
94031	HTRA3	HtrA serine peptidase 3	1.235617588	1.18e-08	3	
9843	HEPH	hephaestin	1.071898514	4.75e-11	3	
100128560	MYHAS	myosin heavy chain gene cluster antisense RNA	1.246415777	9.33e-05		
100287814	LINC00582	long intergenic non-protein coding RNA 582	2.129688373	3.18e-06	4	
100293211	LOC100293211	uncharacterized LOC100293211	2.52697665	5.14e-05	4	
100423062	IGLL5	immunoglobulin lambda-like polypeptide 5	2.789578601	3.72e-11	4	
100505650	LOC100505650	uncharacterized LOC100505650	1.203181512	0.00130834		
100506071	LOC100506071	uncharacterized LOC100506071	1.00943609	3.16e-05	4	
100507195	LOC100507195	uncharacterized LOC100507195	1.283022012	6.42e-05		
100507616	LOC100507616	uncharacterized LOC100507616	1.628124783	0.000272819	4	
101927412	LOC101927412	uncharacterized LOC101927412	2.548448347	2.09e-06	4	
101927902	LOC101927902	uncharacterized LOC101927902	1.073913771	5e-06	4	
101928457	LOC101928457	uncharacterized LOC101928457	2.403161867	2.38e-06	4	
101929219	LOC101929219	uncharacterized LOC101929219	1.825185789	1.72e-07	4	
101929450	LOC101929450	uncharacterized LOC101929450	1.512489686	0.001144329		
101929623	LINC01215	long intergenic non-protein coding RNA 1215	1.068934447	0.000278078	4	
101930405	LOC101930405	uncharacterized LOC101930405	1.684547431	0.000548771	4	
101930558	LOC101930558	uncharacterized LOC101930558	2.098546366	8.67e-09	4	
102723407	LOC102723407	putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8-like	2.809942329	3.1e-05	4	
102723435	LOC102723435	uncharacterized LOC102723435	2.722418526	4.84e-06	4	
102723453	LOC102723453	uncharacterized LOC102723453	2.221338712	9.17e-06	4	
102723479	LOC102723479	uncharacterized LOC102723479	1.811219876	1.81e-05	4	
102723766	LOC102723766	uncharacterized LOC102723766	1.744658274	2.42e-08	4	
102724233	LOC102724233	uncharacterized LOC102724233	1.448835725	0.00086195	4	
102724453	LOC102724453	uncharacterized LOC102724453	2.271124953	8.69e-06	4	
102724543	LOC102724543	uncharacterized LOC102724543	1.024024926	0.000982322	4	
102724653	LOC102724653	uncharacterized LOC102724653	1.641465648	0.000982322	4	
102725018	LOC102725018	V-set and immunoglobulin domain-containing protein 1-like	3.075637905	5.27e-09	4	
102725101	LOC102725101	uncharacterized LOC102725101	1.982009541	9.66e-05	4	
102725270	LOC102725270	uncharacterized LOC102725270	2.125259802	0.00012067	4	
102725284	LOC102725284	uncharacterized LOC102725284	2.115788316	0.00014061		
102725417	LOC102725417	uncharacterized LOC102725417	1.560190796	0.002581146		
102725426	LOC102725426	uncharacterized LOC102725426	1.572462702	0.000140724	4	
102725526	LOC102725526	uncharacterized LOC102725526	1.800672762	3.4e-05	4	
115650	TNFRSF13C	tumor necrosis factor receptor superfamily, member 13C	1.504252731	9.11e-05	4	
1513	CTSK	cathepsin K	1.839958663	1.39e-12	4	
170589	GPHA2	glycoprotein hormone alpha 2	2.269922349	8.94e-06	4	
192683	SCAMP5	secretory carrier membrane protein 5	1.209414953	1.07e-07	4	
2003	ELK2AP	ELK2A, member of ETS oncogene family, pseudogene	2.914661582	2.85e-08	4	
23231	SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	1.047236793	7.98e-16	4	
26228	STAP1	signal transducing adaptor family member 1	1.29463085	8.87e-06	4	
27334	P2RY10	purinergic receptor P2Y, G-protein coupled, 10	1.126482195	1.62e-05	4	
283710	LOC283710	uncharacterized LOC283710	1.850100841	6.12e-09	4	
284191	LOC284191	uncharacterized LOC284191	1.386899933	0.004495669	4	
3112	HLA-DOB		1.762561893	5.4e-13	4	
3381	IBSP	integrin-binding sialoprotein	1.730082179	0.000271925		
389643	NUGGC	nuclear GTPase, germinal center associated	1.42012871	4.55e-07	4	
401498	TMEM215	transmembrane protein 215	2.387879603	2.41e-05	4	
4160	MC4R	melanocortin 4 receptor	1.533797748	0.00193551	4	
4745	NELL1	NEL-like 1 (chicken)	2.556006936	7.24e-07	4	
54827	NXPE4	neurexophilin and PC-esterase domain family, member 4	1.769937814	9.28e-05	4	
56660	KCNK12	potassium channel, subfamily K, member 12	1.136713539	0.000251011		
57823	SLAMF7	SLAM family member 7	1.474435229	1.04e-06	4	
642131	LOC642131	putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8-like	1.981724589	0.000759341	4	
723778	MIR650	microRNA 650	2.465088043	1.44e-05	4	
7253	TSHR	thyroid stimulating hormone receptor	1.807999063	1.56e-06	4	
7367	UGT2B17	UDP glucuronosyltransferase 2 family, polypeptide B17	2.043729214	7.21e-06	4	
7441	VPREB1	pre-B lymphocyte 1	2.097509979	4.52e-05	4	
80307	FER1L4	fer-1-like family member 4, pseudogene (functional)	1.449286272	2.62e-05	4	
81796	SLCO5A1	solute carrier organic anion transporter family, member 5A1	1.700229025	9.15e-09	4	
81832	NETO1	neuropilin (NRP) and tolloid (TLL)-like 1	2.461603409	2.03e-06	4	
83881	MIXL1	Mix paired-like homeobox	1.934786202	6.7e-07	4	
91937	TIMD4	T-cell immunoglobulin and mucin domain containing 4	2.109737278	6.56e-10	4	
952	CD38	CD38 molecule	1.156454563	4.22e-09	4	
96597	TBC1D27	TBC1 domain family, member 27	1.551894234	2.81e-05	4	
100126326	MIR936	microRNA 936	2.666641795	2.9e-07	5	
100130275	TFAP2A-AS1	TFAP2A antisense RNA 1	1.387334719	0.000955556	5	
100131315	LOC100131315	uncharacterized LOC100131315	2.057418311	0.000112855	5	
100133941	CD24	CD24 molecule	1.204070051	6.08e-06	5	
100288077	WTAPP1	Wilms tumor 1 associated protein pseudogene 1	3.256819019	4.56e-05	5	
10071	MUC12	mucin 12, cell surface associated	1.088404719	3.46e-05		
10083	USH1C	Usher syndrome 1C (autosomal recessive, severe)	1.845328505	0.000104779	5	
100996609	LINC01436	long intergenic non-protein coding RNA 1436	1.453239057	0.000366396	5	
10170	DHRS9	dehydrogenase/reductase (SDR family) member 9	1.154840467	0.001105493	5	
101927091			1.399844314	0.000805701		
101927811	LOC101927811	uncharacterized LOC101927811	1.038055034	0.000109389	5	
102724094	LOC102724094	uncharacterized LOC102724094	1.037368011	0.000217512	5	
10317	B3GALT5	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	1.294368102	0.009357147	5	
10752	CHL1	cell adhesion molecule L1-like	1.127608945	2.09e-05	5	
113451	AZIN2	antizyme inhibitor 2	1.035521932	1.77e-10	5	
114131	UCN3	urocortin 3	1.760151184	9.72e-06	5	
1308	COL17A1	collagen, type XVII, alpha 1	3.967788116	2.47e-11	5	
1310	COL19A1	collagen, type XIX, alpha 1	1.05978126	0.003207096		
132946	ARL9	ADP-ribosylation factor-like 9	1.420857746	3.32e-06	5	
140458	ASB5	ankyrin repeat and SOCS box containing 5	1.595240147	0.000985599	5	
143503	OR51E1	olfactory receptor, family 51, subfamily E, member 1	1.674572788	0.000233644		
145258	GSC	goosecoid homeobox	1.04809295	0.002735759		
146760	RTN4RL1	reticulon 4 receptor-like 1	1.029472337	2.09e-06	5	
148979	GLIS1	GLIS family zinc finger 1	1.046746776	0.000298456	5	
154661	RUNDC3B	RUN domain containing 3B	1.248183503	5.78e-05	5	
163351	GBP6	guanylate binding protein family, member 6	1.416570019	0.007176909	5	
201516	ZSCAN4	zinc finger and SCAN domain containing 4	1.132294331	0.000580337	5	
204962	SLC44A5	solute carrier family 44, member 5	1.845006648	0.000180182	5	
2104	ESRRG	estrogen-related receptor gamma	1.091544202	0.002583342	5	
2139	EYA2	EYA transcriptional coactivator and phosphatase 2	1.312501131	0.000291241	5	
221393	GPR115	G protein-coupled receptor 115	1.519625687	0.002709526	5	
223075	CCDC129	coiled-coil domain containing 129	1.314001083	0.0029196	5	
22802	CLCA4	chloride channel accessory 4	1.772519194	0.006777025	5	
23120	ATP10B	ATPase, class V, type 10B	2.070784794	1.26e-05	5	
23504	RIMBP2	RIMS binding protein 2	1.44865724	4.59e-05	5	
23676	SMPX	small muscle protein, X-linked	1.706913804	4.12e-05	5	
245937	DEFB124	defensin, beta 124	1.455914998	5.85e-05	5	
25837	RAB26	RAB26, member RAS oncogene family	1.155713152	0.000246411	5	
266977	GPR110	G protein-coupled receptor 110	1.02612775	7.37e-05	5	
2706	GJB2	gap junction protein, beta 2, 26kDa	2.523676646	5.89e-09	5	
27065	NSG1	neuron specific gene family member 1	1.758921738	8.32e-10	5	
27242	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	1.057250469	5.33e-15	5	
2786	GNG4	guanine nucleotide binding protein (G protein), gamma 4	1.49076168	0.000269139	5	
2835	GPR12	G protein-coupled receptor 12	1.578619976	0.003319866	5	
284111	SLC13A5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	1.201071836	0.00282255		
2847	MCHR1	melanin-concentrating hormone receptor 1	1.09226745	0.001565728		
285629	LOC285629	uncharacterized LOC285629	1.399873133	0.000251954		
2917	GRM7	glutamate receptor, metabotropic 7	1.807525193	0.000682717	5	
29943	PADI1	peptidyl arginine deiminase, type I	1.618190722	0.002408849	5	
312	ANXA13	annexin A13	1.477761931	0.004128513		
3171	FOXA3	forkhead box A3	1.445802622	5.02e-06		
338667	LOC338667	uncharacterized LOC338667	1.210184639	0.007701431	5	
349136	WDR86	WD repeat domain 86	1.003907942	0.000153335	5	
359	AQP2	aquaporin 2 (collecting duct)	1.580889175	1.84e-05	5	
360	AQP3	aquaporin 3 (Gill blood group)	1.296237505	9.51e-12	5	
3696	ITGB8	integrin, beta 8	1.210021706	3.13e-07	5	
3853	KRT6A	keratin 6A	2.362367354	0.005915045	5	
388021	TMEM179		1.065908887	0.002599098		
389023	DPP10-AS1	DPP10 antisense RNA 1	1.982974931	9.49e-07		
389549	FEZF1	FEZ family zinc finger 1	1.203035489	0.004343773	5	
399823	FOXI2	forkhead box I2	1.706050536	0.000151455	5	
400706	LOC400706	uncharacterized LOC400706	1.618835483	0.001245839	5	
400935	IL17REL	interleukin 17 receptor E-like	1.202993592	0.006123417		
401492	LINC01235	long intergenic non-protein coding RNA 1235	1.901717701	0.000597268		
403340	MGC70870	C-terminal binding protein 2 pseudogene	1.409187321	3.18e-09	5	
4192	MDK	midkine (neurite growth-promoting factor 2)	1.307079337	1.23e-09	5	
4319	MMP10	matrix metallopeptidase 10 (stromelysin 2)	2.720197058	0.001192478	5	
4322	MMP13	matrix metallopeptidase 13 (collagenase 3)	4.047588897	5.12e-07	5	
4547	MTTP	microsomal triglyceride transfer protein	1.362616787	2.51e-05		
5055	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	1.312784992	0.004677452		
50617	ATP6V0A4	ATPase, H+ transporting, lysosomal V0 subunit a4	1.15524437	0.000260305	5	
5067	CNTN3	contactin 3 (plasmacytoma associated)	1.096762985	9.59e-06	5	
51066	SSUH2	ssu-2 homolog (C. elegans)	1.398535965	0.00049804		
51280	GOLM1	golgi membrane protein 1	1.058700263	1.95e-06	5	
5317	PKP1	plakophilin 1	1.212398633	0.001819855		
54575	UGT1A10	UDP glucuronosyltransferase 1 family, polypeptide A10	1.90137366	0.006711758	5	
54576	UGT1A8	UDP glucuronosyltransferase 1 family, polypeptide A8	1.881294329	0.007310396	5	
54577	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7	1.883549096	0.007254121	5	
54579	UGT1A5	UDP glucuronosyltransferase 1 family, polypeptide A5	1.883372277	0.007242996	5	
54600	UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A9	1.882717102	0.007256223	5	
54657	UGT1A4	UDP glucuronosyltransferase 1 family, polypeptide A4	1.882639652	0.007263707	5	
54658	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1	1.870399282	0.007547423	5	
54659	UGT1A3	UDP glucuronosyltransferase 1 family, polypeptide A3	1.88484236	0.007196815	5	
54933	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)	1.052334768	3.64e-05	5	
5522	PPP2R2C	protein phosphatase 2, regulatory subunit B, gamma	1.561186311	0.000919301	5	
554202	MIR31HG	MIR31 host gene (non-protein coding)	1.544089594	0.002300687	5	
55765	C1orf106	chromosome 1 open reading frame 106	1.237771826	5.37e-06	5	
5624	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	1.157546537	2.59e-05	5	
57167	SALL4	spalt-like transcription factor 4	1.462475663	6.58e-07	5	
